Original Query,Analyzed Query
اكياس حفظ,"['.', 'ال+', 'حفظ', 'ال+']"
اكياس تخزين,"['.', 'ال+', 'تخزين', 'ال+']"
علب تخزين,"['.', 'علب', 'تخزين', '.']"
موقد,"['.', '[رابط]', 'ال+']"
فرد الشعر,"['.', 'فرد', 'ال+', 'شعر', 'ال+']"
ماء غريب,"['.', 'ماء', 'غريب', 'ال+']"
فراول,"['[رابط]', '[رابط]', '+ة']"
فروله,"['.', 'فرو', '##ل', '+ه', '+ه']"
فروالة,"['.', 'رف', '+ة', '+ة', 'ال+']"
فرولة,"['.', 'فرو', '##ل', '+ة', 'و+']"
فراولة,"['.', 'فراول', '+ة', 'ال+']"
فراوله,"['[رابط]', '[رابط]', '##ه', 'ال+']"
كيك فراولة,"['.', 'كيك', 'فراول', '+ة', 'ال+']"
كيك فراوله,"['.', 'ال+', 'فراول', '##ه', 'ال+']"
فراولة مصر,"['.', 'فراول', '+ة', 'مصر', '+ة']"
مربى الفراولة,"['.', 'مربى', 'ال+', '##فر', '##اول', 'ال+', 'و+']"
مربى فراوله,"['.', 'مربى', 'فراول', '##ه', 'ال+']"
مربى فراولة,"['.', 'مربى', 'فراول', 'ال+', 'ال+']"
جيلي فراولة,"['.', 'ال+', 'فراول', '+ة', 'ال+']"
عصير فروله,"['.', 'عصير', 'فرو', '##ل', '+ة', 'و+']"
عصير فراوله,"['.', 'عصير', 'ال+', '##ه', 'ال+']"
عصير فراولة,"['.', 'عصير', 'فراول', 'ال+', 'ال+']"
لبن بالفراولة,"['.', 'ال+', 'ب', 'ال+', '##فر', 'شرقي', 'ال+', 'ال+']"
حليب فرولة,"['.', 'حليب', 'فرو', '##ل', '+ة', 'ال+']"
لبن فراوله,"['[رابط]', 'ال+', 'ال+', '+ة', 'ال+']"
حليب بالفراولة,"['.', 'حليب', 'ب', 'ال+', '##فر', 'شرقي', 'ال+', 'ال+']"
حليب فروله,"['.', 'حليب', 'فرو', '##ل', 'ال+', 'ال+']"
حليب بالفراوله,"['.', 'حليب', 'ب', 'ال+', '##فر', 'ال+', 'ال+', 'ال+']"
حليب فرواله,"['.', 'حليب', 'فرو', 'ال+', 'ال+', 'ال+']"
حليب فراوله,"['.', 'حليب', 'فراول', 'ال+', 'ال+']"
حليب فراولة,"['.', 'حليب', 'فراول', 'ال+', 'ال+']"
لبن فراولة,"['.', 'ال+', 'فراول', 'ال+', 'ال+']"
باتيسويس فراولة,"['.', 'ب', '##ات', '##يسو', '##يس', 'فراول', 'ال+', '[UNK]']"
زبادي فراوله,"['.', 'ال+', 'فراول', '##ه', 'ال+']"
زبادي فراولة,"['.', 'ال+', 'فراول', '+ة', 'ال+']"
ستريم,"['.', 'عن', '##م', '+ة']"
استربس,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
ستربسلز,"['.', 'ستر', '##بس', '##ل', '##ز', '+ة']"
ستربسلز أقراص,"['.', 'ستر', '##بس', 'ال+', ':', '[رابط]', 'ال+']"
خيط,"['.', '.', '.']"
وتر وايبس,"['.', '[UNK]', 'واي', '[رابط]', '+ة']"
ستريبس,"['.', '*', '##بس', 'ال+']"
ستربس,"['.', 'ستر', '##بس', 'ال+']"
دارسين,"['.', 'دارس', '##ين', '+ت']"
محشي,"['.', '[رابط]', 'ال+']"
بسكويت محشي,"['.', '[UNK]', '[رابط]', 'ال+']"
ورق عنب محشي,"['.', 'ورق', 'عن', '##ب', '[رابط]', 'ال+']"
زيتون محشي,"['.', 'زيتون', '+ة', '+ة']"
حشو,"['.', '[رابط]', 'ال+']"
ستكس,"['.', 'ست', '11', '.']"
ستيكس,"['.', 'ال+', '##س', 'ال+']"
مشترك,"['[رابط]', '[رابط]', 'ال+']"
بريا,"['.', 'بري', '##ا', 'و+']"
مصاصه,"['##ه', 'مصاص', '##ه', '+ه']"
مصاص,"['[رابط]', '[رابط]', 'ال+']"
مصاصة,"['.', 'مصاص', 'ال+', 'و+']"
مص,"['.', '[رابط]', 'ال+']"
حبوب مص,"['.', ':', 'مص', '+ة']"
شفاط,"['.', 'عمال', '+ه']"
سوداني,"['.', '10', '.']"
سودوكريم,"['.', 'سود', 'سفير', 'كاريكاتير', 'ال+']"
السكر,"['.', 'ال+', '[رابط]', 'و+']"
سكر,"['.', 'سكر', '.']"
قصب السكر,"['.', 'قصب', 'ال+', '##سكر', 'في']"
مكعبات سكر,"['.', 'مكعب', '+ات', 'سكر', '+ة']"
خالي من السكر,"['.', 'خال', 'من', 'ال+', 'أمراض', 'ال+']"
خالي من سكر,"['.', 'خالي', 'ال+', 'سكر', 'و+']"
سكر بودره,"['.', 'سكر', 'بودر', '+ة', '+ة']"
سكر بودرة,"['.', 'سكر', 'بودر', '+ة', '+ة']"
بديل السكر,"['.', 'بديل', 'ال+', 'مازوت', '.']"
عصير خالي من السكر,"['.', 'عصير', 'خالي', 'من', 'ال+', 'دسم', 'ال+']"
بدون سكر,"['.', 'ال+', '.', 'ال+']"
سوهانا,"['.', 'سو', '.', '+نا', 'كاريكاتير']"
تمر سكري,"['.', 'ال+', '+ة', '+ة']"
كبريتا,"['.', 'و', '##ا', '+ة']"
سلطان,"['.', '[رابط]', 'ال+']"
السلطان,"['.', 'ال+', 'مريشد', '+ة']"
مركز سلطان,"['.', 'مركز', 'سلطان', '+ة']"
سماق,"['.', '[رابط]', '+ة']"
سومطرة,"['.', 'مقال', '##ة', 'ال+']"
سومطره,"['.', '[رابط]', '##ه', 'ال+']"
سومطرا,"['.', 'ال+', '##ا', 'ال+']"
قلاصات,"['.', 'قل', '##اص', '+ات', '.']"
سمن,"['.', '[رابط]', 'ال+']"
شمس,"['[رابط]', '[رابط]', 'ال+']"
صن,"['.', '[رابط]', 'ال+']"
سن كولا,"['.', 'سن', '+ة', '+ة']"
واقي الشمس,"['.', 'واقي', 'ال+', 'شمس', 'و+']"
زيت عباد الشمس,"['.', 'زيت', 'عباد', 'ال+', 'شمس', 'كاريكاتير']"
عصير سن,"['.', 'عصير', 'سن', '+ة']"
حب الشمس,"['.', 'حب', 'ال+', 'شمس', 'في']"
حب شمس,"['[رابط]', 'حب', 'شمس', '+ة']"
زيت شمس,"['.', 'زيت', 'شمس', '+ة']"
حماية من الشمس,"['.', 'حماي', '##ة', 'من', 'ال+', 'شمس', 'ال+']"
سن كويك,"['.', 'سن', 'كوي', '+ه', '+ه']"
بزر شمس,"['[رابط]', 'باب', 'شمس', 'ال+']"
صن توب,"['.', 'صن', 'توب', 'ال+']"
سن توب,"['.', 'سن', '+ة', '+ة']"
سنتوب,"['.', 'سن', '+ة', '+ة']"
عصير سان توب,"['.', 'عصير', 'سان', 'توب', '+ة']"
صن وايت,"['.', 'صن', 'رويترز', '+ة']"
سنوت,"['.', 'سنو', '+ت', '.']"
صن بايت,"['.', 'اندبندنت', 'باي', '##ت', 'ال+']"
سن بايتس,"['.', 'كريس', 'باي', '##ت', '[رابط]', 'ال+']"
صن بايتس,"['.', 'اندبندنت', 'باي', '##ت', '[رابط]', 'ال+']"
مثلجات,"['.', 'تحقيق', '+ات', 'ال+']"
دوار الشمس,"['.', 'دوار', 'ال+', 'شمس', 'في']"
عباد الشمس,"['.', 'عباد', 'ال+', 'شمس', 'صور']"
حب دوار الشمس,"['.', 'حب', 'دوار', 'ال+', 'شمس', 'في']"
زيت دوار الشمس,"['.', 'زيت', 'دوار', 'ال+', 'شمس', '+ة']"
بذور عباد الشمس,"['.', 'بذور', 'عباد', 'ال+', 'شمس', 'و+']"
بزر دوار الشمس,"['.', 'ال+', 'دوار', 'ال+', 'شمس', 'كاريكاتير']"
بذور دوار الشمس,"['.', 'بذور', 'دوار', 'ال+', 'شمس', 'في']"
سانكيست,"['.', 'سان', 'هآرتس', '##ت', 'ال+']"
عصير سانكست,"['.', 'عصير', 'سان', '##كس', '+ة', '+ة']"
عصير سانكيست,"['.', 'عصير', 'سان', 'سير', '##ت', '+ة']"
سانكست شراب,"['.', 'سان', '##كس', '##ت', '.', '.']"
سانكست,"['.', 'سان', 'رويترز', '##ت', 'ال+']"
صانسيلك,"['.', 'صان', '##في', '##ك', '+ة']"
صانسيلك شامبو,"['.', 'صان', '##في', '##ك', '[رابط]', '+ة']"
شامبو صانسيلك,"['.', '[UNK]', 'صان', '##في', '##ك', '+ة']"
سن توب عصير,"['.', 'سن', 'توب', '+ي', '+ة']"
عصير سن توب,"['.', 'ال+', 'سن', 'توب', '+ة']"
عصير سنتوب,"['.', 'أخبار', 'سن', '+ة', '+ة']"
سنوايت,"['.', 'سنو', 'ال+', 'ال+', 'ال+', 'كاريكاتير']"
سوبر,"['.', 'كاريكاتير', 'كاريكاتير']"
مشروب سوبر,"['.', '[UNK]', 'سوبر', '+ة']"
سوبر مشروب,"['.', 'سوبر', '[UNK]', '+ة']"
سوبر جل,"['.', 'سوبر', '[رابط]', '+ة']"
سوبر قلو,"['.', 'سوبر', 'ستار', 'ال+']"
سوبر جلو,"['.', 'سوبر', 'جلو', '+ة']"
مكسرات سوبر,"['.', 'مكسر', '+ات', '+ة', '+ة']"
كيك سوبر رول,"['.', 'كيك', 'سوبر', 'رول', 'ال+']"
مشروب غازي سوبر,"['.', 'مشروب', 'غازي', '+ة', '+ة']"
سوبر ماركت,"['.', 'سوبر', 'مارك', '##ت', 'ال+']"
تحاميل,"['.', 'تحام', '##ي', '##ل', '.']"
تحميلة,"['.', 'تحميل', '+ة', '[UNK]']"
تحميله,"['[رابط]', '[رابط]', '[رابط]', '[رابط]']"
سور كريم,"['.', 'سور', '+ة', '+ة']"
سرف,"['.', '[رابط]', 'ال+']"
مدهش,"['.', '[رابط]', 'ال+']"
سوشي,"['.', '[رابط]', 'ال+']"
سفاين,"['.', 'سف', 'ال+', '##ين', '+ت']"
عرق,"['.', 'عرق', '.']"
سويت,"['.', 'سوي', '##ت', 'و+']"
حلاو,"['.', 'حلاو', '+ة']"
حلوى,"['.', '[UNK]', 'ال+']"
حلوه,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
حلو,"['.', '.', '.']"
حلوة,"['.', '.', '+ة', '.']"
سويت اند لو,"['.', 'سوي', '##ت', 'اند', 'لو', '+ة']"
حلاو حامض,"['.', 'ال+', '+ة', 'ال+']"
ذره حلوة,"['.', 'ذر', '+ة', 'حلو', '+ة', 'و+']"
ذرة حلوه,"['.', 'ذر', '+ة', 'حلو', '##ه', 'كاريكاتير']"
ذره حلوه,"['.', 'ذر', 'ال+', 'حلو', '+ة', 'ال+']"
ذرة حلوة,"['.', 'ذر', '+ة', 'حلو', '##ة', 'و+']"
كريمة حلويات,"['.', 'كريم', 'ال+', 'حلوي', '+ة', 'و+']"
حار حلو,"['.', 'كلام', '+ة', 'ال+']"
حبه حلوه,"['.', 'حب', '+ة', 'حلو', '+ة', '+ة']"
بطاط ذره,"['.', 'ال+', 'ذر', '##ه', 'و+']"
بطاط حلو,"['[رابط]', 'كلام', '[رابط]', 'ال+']"
بطاط حلوة,"['.', 'أيام', 'حلو', '+ة', 'كاريكاتير']"
بطاط حلوه,"['[رابط]', 'أخبار', '[رابط]', '##ه', '+ة']"
بطاطا حلوة,"['.', 'بطاطا', 'حلو', '+ة', '+ة']"
بطاطا حلوه,"['.', 'بطاطا', 'حلو', '##ه', '+ة']"
بطاطه حلوه,"['[رابط]', 'م', '##ه', 'حلو', '+ة', '+ة']"
حامض حلو,"['.', 'حامض', 'حلو', 'ال+']"
صويا حلوه,"['[رابط]', 'أحلام', 'حلو', '+ة', '+ة']"
صويا حلوة,"['[رابط]', 'أفكار', 'حلو', '[رابط]', '+ة']"
حلى,"['.', 'حل', 'ال+', 'و+']"
سويتيز,"['.', 'سوي', '##تيز', '.']"
حلاوة,"['.', 'حلاو', '+ة', '.']"
حلاوة,"['.', 'حلاو', '+ة', '.']"
حلاوه,"['[رابط]', '[رابط]', '+ة', 'ال+']"
حلويت,"['.', '[رابط]', '+ات', 'ال+']"
حلواني,"['.', '+ه', 'و+']"
حلاويات,"['+ات', 'حلاو', '##ي', '+ات', 'كاريكاتير']"
حلاوى,"['.', 'حلاو', '+ة', '.']"
الحلويات,"['.', '##و', '##ي', '+ات', '.']"
حلويات,"['.', 'معرض', '+ات', '.']"
سويتز,"['.', 'سوي', '##ت', '##ز', 'فورد']"
سويتز كيك,"['.', 'سوي', '##ت', '##ز', 'كيك', '.']"
كريمه حلويات,"['.', 'كريم', 'ال+', 'حلوي', 'ال+', 'ال+']"
سويس رول,"['.', 'سويس', 'رول', 'ال+']"
كيك سويس رول,"['.', 'كيك', 'سويس', 'كاريكاتير', 'ال+']"
سويسرول,"['.', 'عن', '[رابط]', '+ة']"
سيروب,"['.', '[رابط]', '[رابط]', 'ال+']"
ت,"['.', '+ه', '.']"
تباسكو,"['.', 'ال+', '+ات', '+ة']"
تاباسكو,"['.', 'إطلاق', '+ت', 'ال+']"
تبولة,"['.', 'تبول', '+ة', 'و+']"
طاوله,"['[رابط]', 'طاول', '##ه', '[رابط]']"
طاولة,"['.', 'مقال', '[رابط]', '+ة']"
ملح طعام,"['.', 'ملح', 'طعام', '+ة']"
سماط,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
لوحه,"['[رابط]', 'لوح', '+ة', 'ال+']"
لوح,"['[رابط]', '[رابط]', '+ة']"
اقراص,"['.', 'اقر', '##اص', 'ال+']"
خبز طابون,"['.', 'خبز', 'ال+', '+ة', '+ت']"
تابوكي,"['[رابط]', '[رابط]', '[رابط]', '+ة']"
تبوكي,"['+ة', 'تبوك', '[رابط]', '+ة']"
بسكويت تك,"['.', '[UNK]', 'تك', 'ال+']"
طحينة,"['[رابط]', 'توعي', '+ة', '+ة']"
طحينيه,"['.', 'طحين', '##ي', '##ه', '[رابط]']"
طحينية,"['##ة', 'طحين', '##ي', '##ة', '.']"
طحنيه,"['.', 'طحن', 'ال+', 'ال+', 'كاريكاتير']"
تايب سي,"['.', 'بي', 'سي', 'ال+']"
عصير طيبة,"['.', 'عصير', 'طيب', '+ة', '+ة']"
لبن طيبة,"['.', 'ألبان', 'طيب', '+ة', '+ة']"
تاكي,"['.', '[رابط]', 'ال+']"
تاكيس,"['.', '[رابط]', '##س', 'ال+']"
تاكيز شيبس,"['.', 'تاكي', '[UNK]', '[رابط]', '+ة']"
طلبات مارت,"['.', 'طلب', '+ات', '.', '+ة']"
تالين,"['.', 'تالي', '##ن', '.']"
تمر هندي,"['.', 'تمر', 'هندي', '+ة']"
معجون تمر هندي,"['.', 'ال+', 'تمر', 'هندي', 'ال+']"
تندوري,"['.', '[رابط]', '*', 'ال+']"
تانغ,"['.', '[رابط]', 'ال+']"
تانج,"['[رابط]', '[رابط]', 'ال+']"
عصير تانج,"['.', 'عصير', '[UNK]', '+ة']"
يوسفي,"['.', '[رابط]', 'ال+']"
خزان,"['+ة', '[رابط]', 'ال+']"
تانك,"['[رابط]', '[رابط]', 'ال+']"
الخزان,"['.', 'ال+', 'و', '##ان', 'و+']"
عصير تانك,"['.', 'عصير', '[رابط]', '+ة']"
خبز تنور,"['.', 'خبز', 'تنور', '+ة']"
شريط,"['.', 'فيلم', 'ال+']"
تاق بوت,"['.', 'عماد', 'ب', '##و', '##ت', 'ال+']"
تراجي,"['[رابط]', '[رابط]', 'زوم', 'ال+']"
طرشي,"['.', 'عمال', '+ه', 'و+']"
تصبيره,"['.', 'عدنان', '##ير', '+ه', '[رابط]']"
تصبيرة,"['[رابط]', 'فق', '##ير', '+ة', 'ال+']"
تاكس,"['.', '[رابط]', 'ال+']"
جبنة الطيب,"['.', 'جبن', '##ة', 'ال+', '##طيب', '+ة']"
عصير طيبه,"['.', 'عصير', 'طيب', '##ه', '+ة']"
تازبود,"['.', '[رابط]', '+ة', '+ة']"
الشاي,"['.', 'ال+', '[رابط]', 'و+']"
شاي,"['[رابط]', '[رابط]', 'ال+']"
شاى,"['[رابط]', '[رابط]', '.']"
اكياس شاي,"['.', 'ال+', 'شاي', 'ال+']"
بسكوت الشاي,"['.', '[UNK]', 'ال+', 'خ', 'ال+']"
بسكويت الشاي,"['.', 'بسكويت', 'ال+', 'لبن', 'ال+']"
بسكويت شاي,"['.', 'ال+', 'شاي', 'ال+']"
بسكوت شاهي,"['.', 'ال+', '[UNK]', 'ال+']"
بسكوت شاي,"['.', 'ال+', 'شاي', 'ال+']"
اكواب شاي,"['.', 'ال+', 'شاي', 'ال+']"
ورق شاي,"['[رابط]', 'أوراق', '+ة', '+ة']"
حليب شاهي,"['.', 'حليب', '.', 'ال+']"
زيت الشاي,"['.', 'زيت', 'ال+', 'زيتون', 'ال+']"
شاي نعناع,"['.', 'شاي', 'نعناع', 'ال+']"
علمه,"['[رابط]', 'علم', '+ه', '+ه']"
ابريق شاي,"['.', 'ال+', 'شاي', 'ال+']"
حلمه,"['[رابط]', 'حلم', '[رابط]', '+ة']"
حلمة,"['[رابط]', 'همس', '[رابط]', '+ة']"
أسنان,"['أسنان', 'أسنان', 'أسنان']"
اسنان,"['.', 'أسنان', '.']"
تبييض الاسنان,"['.', 'تبييض', 'ال+', 'ال+', '##نا', 'ال+', 'و+']"
عضاضة,"['.', '[رابط]', '[رابط]', '+ة']"
تيفال,"['.', 'تيف', 'ال+', 'دار']"
تمبورا,"['.', 'تم', '[رابط]', '+ة']"
صدر دجاج طري,"['.', 'صدر', 'دجاج', 'طري', 'ال+']"
صدور دجاج طرية,"['.', 'صدور', 'دجاج', 'طري', 'ال+', 'ال+']"
خيمة,"['.', 'خيم', '+ة', '+ة']"
ترياكي,"['.', '[رابط]', '[رابط]', '+ة']"
تيرا,"['.', '[رابط]', '+ة']"
تست,"['.', '[رابط]', 'ال+']"
مشاكيك,"['.', 'مشا', '+ة', 'ال+']"
شاكر,"['[رابط]', '[رابط]', '+ة']"
المدهش,"['+ة', 'ال+', '##مد', '##ه', 'حر', '+ة']"
المدهش حليب,"['.', 'ال+', '##مد', 'ال+', 'لبناني', '+ة', '.']"
المدهش بطاطس,"['.', 'ال+', '##مد', '##ه', 'ال+', '+ة', '.']"
دقوس,"['.', 'فن', '+ة', 'ال+']"
موز,"['.', '[UNK]', 'ال+']"
الموز,"['.', 'ال+', '[رابط]', 'و+']"
الحمام,"['.', 'ال+', 'طقس', 'و+']"
كندو,"['[رابط]', '[رابط]', '##و', '+ة']"
الجسم,"['.', 'ال+', 'يوم', 'و+']"
ابو الولد,"['.', 'أبو', 'ال+', '[رابط]', 'و+']"
الخبز,"['.', 'ال+', 'انتخاب', '##ز', '+ة']"
البرو,"['.', 'ال+', '[UNK]', '##ت']"
النجار,"['.', 'ال+', '[رابط]', '##و']"
فرشه,"['.', '[رابط]', '[رابط]', 'ال+']"
القطط,"['.', 'ال+', 'كتاب', '##ط', '+ة']"
ابره,"['+ه', '+ه', '+ه', '+ه']"
الريف,"['[رابط]', 'ال+', '[رابط]', 'و+']"
الكسيح,"['.', 'ال+', '##كسي', '##ح', '+ة']"
روز ميري,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
كبار السن,"['.', 'كبار', 'ال+', 'سن', '+ة']"
جلاد,"['.', '.', '.']"
العين مياه,"['.', 'ال+', '##عي', 'ال+', '+ة', '.']"
الوجه,"['.', 'ال+', '##وج', '##ه', '+ت']"
الوليمه,"['.', 'ال+', '##ولي', '##م', 'ال+', 'و+']"
الثوم,"['.', 'ال+', '[رابط]', 'و+']"
هندسه,"['[رابط]', 'هندس', '+ة', '[رابط]']"
العملاق,"['.', 'ال+', 'عمل', '##اق', '+ت']"
بوزه,"['.', 'بوز', 'ال+', 'و+']"
الوزه,"['.', 'ال+', '##وز', '##ه', 'و+']"
الوزة,"['.', 'ال+', 'هجر', '+ة', 'و+']"
العملاق الأخضر,"['.', 'ال+', 'عمل', '+ة', 'ال+', '##أخ', '##ضر', '+ة']"
العملاق الاخضر,"['.', 'ال+', 'عمل', '+ة', 'ال+', '##اخ', '##ضر', '+ة']"
الشعر,"['.', 'ال+', '[رابط]', 'و+']"
دله,"['.', '[رابط]', '+ة']"
هملايا,"['.', '[رابط]', 'و+']"
همالايا,"['.', 'ه', '##مال', '[رابط]', '+ة']"
صنوايت,"['.', 'صنو', '##ا', '##ي', '+ة', 'و+']"
جاج,"['.', '[UNK]', '+ة']"
راجا,"['.', '[رابط]', 'ال+']"
المطبخ,"['.', 'ال+', '##مط', '+ة', 'كاريكاتير']"
الفارس,"['[رابط]', 'ال+', 'دمام', '[رابط]']"
الغسيل,"['.', 'ال+', '##غس', '##ي', '##ل', '+ة']"
الزعيم,"['.', 'ال+', 'قص', '+ة', 'و+']"
نوري,"['[رابط]', '[رابط]', 'ال+']"
سمان,"['.', 'سمان', 'ال+']"
حصير,"['.', '.', '.']"
الحليب,"['.', 'ال+', 'حل', '##يب', '+ة']"
حليب حياتنا,"['.', 'حليب', 'حيا', 'ال+', '+نا', 'و+']"
معجزة الشفاء,"['.', 'معجز', 'ال+', 'ال+', 'فك', '##اء', 'و+']"
ال ام,"['.', 'ال+', 'م', '.']"
ماوتن ديو,"['.', 'ما', '##و', '+ة', '+ة', '[رابط]', '.']"
الفم,"['.', 'ال+', '##ف', '##م', '+ت']"
دهن شعر,"['[رابط]', 'بقايا', 'شعر', '+ة']"
نوم,"['.', '[رابط]', '+ة']"
خبر,"['[رابط]', '[رابط]', 'ال+']"
شبش,"['.', 'شب', '+ة', 'ال+']"
شبس,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
الكبوس,"['.', 'ال+', '##كبو', '##س', 'و+']"
الانف,"['.', 'ال+', 'ال', '##ف', '+ت']"
الواحة,"['.', 'ال+', 'صور', '##ة', 'و+']"
الزيت,"['.', 'ال+', '##زي', '##ت', 'كاريكاتير']"
المسافر,"['.', 'ال+', '##مس', '+ة', 'و+']"
الشعب,"['.', 'ال+', 'شعب', 'و+']"
ناقتس,"['.', 'ناق', '##ت', '[رابط]', 'ال+']"
رينبو,"['.', '[رابط]', '+ة']"
الحبة الحمراء,"['.', 'ال+', 'هجر', '+ة', 'ال+', 'قديم', '##اء', 'حلب']"
الرز,"['.', 'ال+', '##رز', 'ال+']"
الأرز,"['.', 'ال+', '##أر', '##ز', '+ت']"
الارز,"['.', 'ال+', '##ار', '##ز', '+ت']"
الخزنة,"['.', 'ال+', 'مر', 'ال+', '+ة', 'و+']"
سلمون,"['و+', 'سلم', '+ون', 'و+']"
صلصه باستا,"['.', 'صلص', 'ال+', 'باستا', 'ال+']"
سفينه,"['.', '[رابط]', 'ال+', 'ال+']"
القصار,"['.', 'ال+', '##قص', '+ة', '+ة']"
كناري,"['.', '[UNK]', 'ال+']"
شيبس امواج,"['.', 'ال+', '[رابط]', 'ال+']"
السنبله,"['.', 'ال+', '##سن', '##بل', '+ه', 'ال+']"
السنبلة,"['.', 'ال+', '##سن', '##بل', '+ة', 'و+']"
الغزالين,"['.', 'ال+', '##غز', '##الي', 'ال+', 'و+']"
سفنج,"['.', '[رابط]', '[رابط]', '+ة']"
الربيع,"['.', 'ال+', 'م', '[رابط]', '+ة']"
الشمس,"['.', 'ال+', 'صور', 'و+']"
واقي شمس,"['.', 'واقي', 'شمس', 'كاريكاتير']"
سفره,"['[رابط]', 'سفر', '+ة', 'ال+']"
الاسنان,"['.', 'ال+', '##اس', '##نا', 'ال+', 'و+']"
